赛事名称,赛事阶段,赛事日期,主队,主队进球,客队进球,客队,比分(m比n),点球大战比分(如有),相关链接,主-客,单场进球数
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.06.22,卡拉彼丘,1,2,原神·璃月,1比2,,DAY5,-1,3
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.06.22,崩坏3：天命,0,4,赛马娘·舞台,0比4,,DAY5,-4,4
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.06.22,Love Live!,1,4,原神·须弥,1比4,,DAY5,-3,5
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.06.22,贝洛伯格星穹空间站,2,2,赛马娘·决胜,2比2,,DAY5,0,4
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.06.22,绝区零·艾城,1,4,原神·稻妻,1比4,,DAY5,-3,5
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.06.22,崩坏3：逐火十三英桀,5,1,赛马娘·学院,5比1,,DAY5,4,6
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.07.04,BanGDream!,4,3,原神·枫丹,4比3,,DAY6,1,7
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.07.04,仙舟联盟,3,2,战双帕弥什,3比2,,DAY6,1,5
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.07.04,進撃の巨人,4,4,原神·蒙德,4比4,,DAY6,0,8
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.07.04,崩坏3：洛星,3,1,碧蓝航线,3比1,,DAY6,2,4
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.07.04,真三国无双女将队,2,2,原神·纳塔,2比2,,DAY6,0,4
S5冬季赛暨第3届大奖赛,小组赛第三轮,2025.07.04,匹诺康尼联队,1,2,少女前线：民间联合,1比2,,DAY6,-1,3
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.05,崩坏3：天命,1,3,原神·璃月,1比3,,DAY7,-2,4
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.05,赛马娘·舞台,0,1,卡拉彼丘,0比1,,DAY7,-1,1
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.05,贝洛伯格星穹空间站,2,3,原神·须弥,2比3,,DAY7,-1,5
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.05,赛马娘·决胜,1,6,Love Live!,1比6,,DAY7,-5,7
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.05,崩坏3：逐火十三英桀,2,2,原神·稻妻,2比2,,DAY7,0,4
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.05,赛马娘·学院,2,3,绝区零·艾城,2比3,,DAY7,-1,5
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.06,仙舟联盟,3,3,原神·枫丹,3比3,,DAY8,0,6
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.06,战双帕弥什,0,3,BanGDream!,0比3,,DAY8,-3,3
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.06,崩坏3：洛星,1,2,原神·蒙德,1比2,,DAY8,-1,3
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.06,碧蓝航线,0,0,進撃の巨人,0比0,,DAY8,0,0
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.06,匹诺康尼联队,1,3,原神·纳塔,1比3,,DAY8,-2,4
S5冬季赛暨第3届大奖赛,小组赛第四轮,2025.07.06,少女前线：民间联合,4,1,真三国无双女将队,4比1,,DAY8,3,5
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.08,原神·璃月,3,1,赛马娘·舞台,3比1,,DAY9,2,4
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.08,卡拉彼丘,6,2,崩坏3：天命,6比2,,DAY9,4,8
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.08,原神·须弥,3,2,赛马娘·决胜,3比2,,DAY9,1,5
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.08,Love Live!,2,1,贝洛伯格星穹空间站,2比1,,DAY9,1,3
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.08,原神·稻妻,2,1,赛马娘·学院,2比1,,DAY9,1,3
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.08,绝区零·艾城,3,2,崩坏3：逐火十三英桀,3比2,,DAY9,1,5
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.09,原神·枫丹,6,2,战双帕弥什,6比2,,DAY10,4,8
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.09,BanGDream!,4,1,仙舟联盟,4比1,,DAY10,3,5
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.09,原神·蒙德,2,1,碧蓝航线,2比1,,DAY10,1,3
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.09,進撃の巨人,2,1,崩坏3：洛星,2比1,,DAY10,1,3
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.09,原神·纳塔,2,0,少女前线：民间联合,2比0,,DAY10,2,2
S5冬季赛暨第3届大奖赛,小组赛第五轮,2025.07.09,真三国无双女将队,1,3,匹诺康尼联队,1比3,,DAY10,-2,4
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.10,原神·璃月,3,4,卡拉彼丘,3比4,,DAY11,-1,7
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.10,赛马娘·舞台,1,0,崩坏3：天命,1比0,,DAY11,1,1
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.10,原神·须弥,3,2,Love Live!,3比2,,DAY11,1,5
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.10,赛马娘·决胜,2,2,贝洛伯格星穹空间站,2比2,,DAY11,0,4
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.10,原神·稻妻,4,3,绝区零·艾城,4比3,,DAY11,1,7
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.10,赛马娘·学院,2,1,崩坏3：逐火十三英桀,2比1,,DAY11,1,3
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.11,原神·枫丹,1,3,BanGDream!,1比3,,DAY12,-2,4
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.11,战双帕弥什,2,3,仙舟联盟,2比3,,DAY12,-1,5
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.11,原神·蒙德,3,4,進撃の巨人,3比4,,DAY12,-1,7
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.11,碧蓝航线,0,1,崩坏3：洛星,0比1,,DAY12,-1,1
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.11,原神·纳塔,3,3,真三国无双女将队,3比3,,DAY12,0,6
S5冬季赛暨第3届大奖赛,小组赛第六轮,2025.07.11,少女前线：民间联合,2,1,匹诺康尼联队,2比1,,DAY12,1,3
S5冬季赛暨第3届大奖赛,1/8决赛首回合,2025.07.12,崩坏3：洛星,1,2,原神·须弥,1比2,,DAY13,-1,3
S5冬季赛暨第3届大奖赛,1/8决赛首回合,2025.07.12,绝区零·艾城,2,1,原神·璃月,2比1,,DAY13,1,3
S5冬季赛暨第3届大奖赛,1/8决赛首回合,2025.07.12,赛马娘·舞台,1,3,原神·纳塔,1比3,,DAY13,-2,4
S5冬季赛暨第3届大奖赛,1/8决赛首回合,2025.07.12,原神·枫丹,2,1,進撃の巨人,2比1,,DAY13,1,3
S5冬季赛暨第3届大奖赛,1/8决赛首回合,2025.07.12,仙舟联盟,4,1,原神·蒙德,4比1,,DAY13,3,5
S5冬季赛暨第3届大奖赛,1/8决赛首回合,2025.07.12,少女前线：民间联合,1,3,BanGDream!,1比3,,DAY13,-2,4
S5冬季赛暨第3届大奖赛,1/8决赛首回合,2025.07.12,匹诺康尼联队,3,0,原神·稻妻,3比0,,DAY13,3,3
S5冬季赛暨第3届大奖赛,1/8决赛首回合,2025.07.12,Love Live!,2,1,卡拉彼丘,2比1,,DAY13,1,3
S5冬季赛暨第3届大奖赛,1/8决赛次回合,2025.07.13,原神·须弥,3,1,崩坏3：洛星,3比1,,DAY14,2,4
S5冬季赛暨第3届大奖赛,1/8决赛次回合,2025.07.13,原神·璃月,0,2,绝区零·艾城,0比2,,DAY14,-2,2
S5冬季赛暨第3届大奖赛,1/8决赛次回合,2025.07.13,原神·纳塔,1,2,赛马娘·舞台,1比2,,DAY14,-1,3
S5冬季赛暨第3届大奖赛,1/8决赛次回合,2025.07.13,進撃の巨人,0,2,原神·枫丹,0比2,,DAY14,-2,2
S5冬季赛暨第3届大奖赛,1/8决赛次回合,2025.07.13,原神·蒙德,0,3,仙舟联盟,0比3,,DAY14,-3,3
S5冬季赛暨第3届大奖赛,1/8决赛次回合,2025.07.13,BanGDream!,1,1,少女前线：民间联合,1比1,,DAY14,0,2
S5冬季赛暨第3届大奖赛,1/8决赛次回合,2025.07.13,原神·稻妻,0,2,匹诺康尼联队,0比2,,DAY14,-2,2
S5冬季赛暨第3届大奖赛,1/8决赛次回合,2025.07.13,卡拉彼丘,1,1,Love Live!,1比1,,DAY14,0,2
S5冬季赛暨第3届大奖赛,1/4决赛首回合,2025.07.15,原神·须弥,2,0,绝区零·艾城,2比0,,DAY15,2,2
S5冬季赛暨第3届大奖赛,1/4决赛首回合,2025.07.15,原神·纳塔,0,2,原神·枫丹,0比2,,DAY15,-2,2
S5冬季赛暨第3届大奖赛,1/4决赛首回合,2025.07.15,仙舟联盟,1,2,BanGDream!,1比2,,DAY15,-1,3
S5冬季赛暨第3届大奖赛,1/4决赛首回合,2025.07.15,匹诺康尼联队,0,3,Love Live!,0比3,,DAY15,-3,3
S5冬季赛暨第3届大奖赛,1/4决赛次回合,2025.07.15,绝区零·艾城,1,1,原神·须弥,1比1,,DAY15,0,2
S5冬季赛暨第3届大奖赛,1/4决赛次回合,2025.07.15,原神·枫丹,3,3,原神·纳塔,3比3,,DAY15,0,6
S5冬季赛暨第3届大奖赛,1/4决赛次回合,2025.07.15,BanGDream!,2,2,仙舟联盟,2比2,,DAY15,0,4
S5冬季赛暨第3届大奖赛,1/4决赛次回合,2025.07.15,Love Live!,4,2,匹诺康尼联队,4比2,,DAY15,2,6
S5冬季赛暨第3届大奖赛,半决赛首回合,2025.07.16,原神·须弥,1,1,原神·枫丹,1比1,,DAY16,0,2
S5冬季赛暨第3届大奖赛,半决赛首回合,2025.07.16,BanGDream!,3,3,Love Live!,3比3,,DAY16,0,6
S5冬季赛暨第3届大奖赛,半决赛次回合,2025.07.16,原神·枫丹,4,2,原神·须弥,4比2,,DAY16,2,6
S5冬季赛暨第3届大奖赛,半决赛次回合,2025.07.16,Love Live!,5,2,BanGDream!,5比2,,DAY16,3,7
S5冬季赛暨第3届大奖赛,三四名决赛,2025.07.16,原神·须弥,4,1,BanGDream!,4比1,,DAY16,3,5
S5冬季赛暨第3届大奖赛,决赛,2025.07.16,原神·枫丹,2,4,Love Live!,2比4,,夺冠庆典,-2,6
S6春季赛,小组赛第一轮,2025.07.21,贝洛伯格星穹空间站,3,2,原神·稻妻,3比2,,DAY1,1,5
S6春季赛,小组赛第一轮,2025.07.21,赛马娘·舞台,4,2,真三国无双女将队,4比2,,DAY1,2,6
S6春季赛,小组赛第一轮,2025.07.21,原神·须弥,3,2,崩坏3：逐火十三英桀,3比2,,DAY1,1,5
S6春季赛,小组赛第一轮,2025.07.21,蔚蓝档案,4,3,赛马娘·决胜,4比3,,DAY1,1,7
S6春季赛,小组赛第一轮,2025.07.21,仙舟联盟,1,1,進撃の巨人,1比1,,DAY1,0,2
S6春季赛,小组赛第一轮,2025.07.21,原神·蒙德,0,3,BanGDream!,0比3,,DAY1,-3,3
S6春季赛,小组赛第一轮,2025.07.21,战双帕弥什,2,4,碧蓝航线,2比4,,DAY1,-2,6
S6春季赛,小组赛第一轮,2025.07.22,原神·枫丹,2,2,匹诺康尼联队,2比2,,DAY2,0,4
S6春季赛,小组赛第一轮,2025.07.22,Love Live!,3,2,少女前线：民间联合,3比2,,DAY2,1,5
S6春季赛,小组赛第一轮,2025.07.22,崩坏3：天命,2,3,绝区零·艾城,2比3,,DAY2,-1,5
S6春季赛,小组赛第一轮,2025.07.22,崩坏3：洛星,4,2,原神·纳塔,4比2,,DAY2,2,6
S6春季赛,小组赛第一轮,2025.07.22,绝区零·民间联合队,3,2,赛马娘·学院,3比2,,DAY2,1,5
S6春季赛,小组赛第一轮,2025.07.22,卡拉彼丘,3,1,少女前线：战术小队,3比1,,DAY2,2,4
S6春季赛,小组赛第一轮,2025.07.22,翁法罗斯,2,3,原神·璃月,2比3,,DAY2,-1,5
S6春季赛,小组赛第二轮,2025.07.23,真三国无双女将队,3,3,贝洛伯格星穹空间站,3比3,,DAY3,0,6
S6春季赛,小组赛第二轮,2025.07.23,原神·稻妻,3,4,赛马娘·舞台,3比4,,DAY3,-1,7
S6春季赛,小组赛第二轮,2025.07.23,赛马娘·决胜,1,3,原神·须弥,1比3,,DAY3,-2,4
S6春季赛,小组赛第二轮,2025.07.23,崩坏3：逐火十三英桀,3,2,蔚蓝档案,3比2,,DAY3,1,5
S6春季赛,小组赛第二轮,2025.07.23,BanGDream!,4,2,仙舟联盟,4比2,,DAY3,2,6
S6春季赛,小组赛第二轮,2025.07.23,進撃の巨人,1,5,原神·蒙德,1比5,,DAY3,-4,6
S6春季赛,小组赛第二轮,2025.07.23,匹诺康尼联队,4,0,战双帕弥什,4比0,,DAY3,4,4
S6春季赛,小组赛第二轮,2025.07.24,碧蓝航线,4,2,原神·枫丹,4比2,,DAY4,2,6
S6春季赛,小组赛第二轮,2025.07.24,绝区零·艾城,0,0,Love Live!,0比0,,DAY4,0,0
S6春季赛,小组赛第二轮,2025.07.24,少女前线：民间联合,4,4,崩坏3：天命,4比4,,DAY4,0,8
S6春季赛,小组赛第二轮,2025.07.24,赛马娘·学院,1,2,崩坏3：洛星,1比2,,DAY4,-1,3
S6春季赛,小组赛第二轮,2025.07.24,原神·纳塔,1,1,绝区零·民间联合队,1比1,,DAY4,0,2
S6春季赛,小组赛第二轮,2025.07.24,原神·璃月,4,1,卡拉彼丘,4比1,,DAY4,3,5
S6春季赛,小组赛第二轮,2025.07.24,少女前线：战术小队,6,2,翁法罗斯,6比2,,DAY4,4,8
S6春季赛,小组赛第三轮,2025.07.25,赛马娘·舞台,2,6,贝洛伯格星穹空间站,2比6,,DAY5,-4,8
S6春季赛,小组赛第三轮,2025.07.25,原神·稻妻,2,0,真三国无双女将队,2比0,,DAY5,2,2
S6春季赛,小组赛第三轮,2025.07.25,蔚蓝档案,2,2,原神·须弥,2比2,,DAY5,0,4
S6春季赛,小组赛第三轮,2025.07.25,崩坏3：逐火十三英桀,1,2,赛马娘·决胜,1比2,,DAY5,-1,3
S6春季赛,小组赛第三轮,2025.07.25,原神·蒙德,5,2,仙舟联盟,5比2,,DAY5,3,7
S6春季赛,小组赛第三轮,2025.07.25,進撃の巨人,4,3,BanGDream!,4比3,,DAY5,1,7
S6春季赛,小组赛第三轮,2025.07.25,原神·枫丹,2,2,战双帕弥什,2比2,,DAY5,0,4
S6春季赛,小组赛第三轮,2025.07.26,碧蓝航线,1,3,匹诺康尼联队,1比3,,DAY6,-2,4
S6春季赛,小组赛第三轮,2025.07.26,崩坏3：天命,6,2,Love Live!,6比2,,DAY6,4,8
S6春季赛,小组赛第三轮,2025.07.26,少女前线：民间联合,3,1,绝区零·艾城,3比1,,DAY6,2,4
S6春季赛,小组赛第三轮,2025.07.26,绝区零·民间联合队,3,6,崩坏3：洛星,3比6,,DAY6,-3,9
S6春季赛,小组赛第三轮,2025.07.26,原神·纳塔,5,6,赛马娘·学院,5比6,,DAY6,-1,11
S6春季赛,小组赛第三轮,2025.07.26,翁法罗斯,0,1,卡拉彼丘,0比1,,DAY6,-1,1
S6春季赛,小组赛第三轮,2025.07.26,少女前线：战术小队,2,5,原神·璃月,2比5,,DAY6,-3,7
S6春季赛,小组赛第四轮,2025.07.29,原神·稻妻,2,2,贝洛伯格星穹空间站,2比2,,DAY7,0,4
S6春季赛,小组赛第四轮,2025.07.29,真三国无双女将队,1,3,赛马娘·舞台,1比3,,DAY7,-2,4
S6春季赛,小组赛第四轮,2025.07.29,崩坏3：逐火十三英桀,2,2,原神·须弥,2比2,,DAY7,0,4
S6春季赛,小组赛第四轮,2025.07.29,赛马娘·决胜,3,3,蔚蓝档案,3比3,,DAY7,0,6
S6春季赛,小组赛第四轮,2025.07.29,進撃の巨人,5,5,仙舟联盟,5比5,,DAY7,0,10
S6春季赛,小组赛第四轮,2025.07.29,BanGDream!,2,4,原神·蒙德,2比4,,DAY7,-2,6
S6春季赛,小组赛第四轮,2025.07.29,碧蓝航线,2,5,战双帕弥什,2比5,,DAY7,-3,7
S6春季赛,小组赛第四轮,2025.07.30,匹诺康尼联队,3,2,原神·枫丹,3比2,,DAY8,1,5
S6春季赛,小组赛第四轮,2025.07.30,少女前线：民间联合,2,2,Love Live!,2比2,,DAY8,0,4
S6春季赛,小组赛第四轮,2025.07.30,绝区零·艾城,1,4,崩坏3：天命,1比4,,DAY8,-3,5
S6春季赛,小组赛第四轮,2025.07.30,原神·纳塔,3,4,崩坏3：洛星,3比4,,DAY8,-1,7
S6春季赛,小组赛第四轮,2025.07.30,赛马娘·学院,1,2,绝区零·民间联合队,1比2,,DAY8,-1,3
S6春季赛,小组赛第四轮,2025.07.30,少女前线：战术小队,2,2,卡拉彼丘,2比2,,DAY8,0,4
S6春季赛,小组赛第四轮,2025.07.30,原神·璃月,0,2,翁法罗斯,0比2,,DAY8,-2,2
S6春季赛,小组赛第五轮,2025.07.31,贝洛伯格星穹空间站,4,0,真三国无双女将队,4比0,,DAY9,4,4
S6春季赛,小组赛第五轮,2025.07.31,赛马娘·舞台,2,1,原神·稻妻,2比1,,DAY9,1,3
S6春季赛,小组赛第五轮,2025.07.31,原神·须弥,3,4,赛马娘·决胜,3比4,,DAY9,-1,7
S6春季赛,小组赛第五轮,2025.07.31,蔚蓝档案,2,4,崩坏3：逐火十三英桀,2比4,,DAY9,-2,6
S6春季赛,小组赛第五轮,2025.07.31,仙舟联盟,4,2,BanGDream!,4比2,,DAY9,2,6
S6春季赛,小组赛第五轮,2025.07.31,原神·蒙德,1,0,進撃の巨人,1比0,,DAY9,1,1
S6春季赛,小组赛第五轮,2025.07.31,战双帕弥什,1,4,匹诺康尼联队,1比4,,DAY9,-3,5
S6春季赛,小组赛第五轮,2025.08.01,原神·枫丹,5,1,碧蓝航线,5比1,,DAY10,4,6
S6春季赛,小组赛第五轮,2025.08.01,Love Live!,0,5,绝区零·艾城,0比5,,DAY10,-5,5
S6春季赛,小组赛第五轮,2025.08.01,崩坏3：天命,3,2,少女前线：民间联合,3比2,,DAY10,1,5
S6春季赛,小组赛第五轮,2025.08.01,崩坏3：洛星,1,2,赛马娘·学院,1比2,,DAY10,-1,3
S6春季赛,小组赛第五轮,2025.08.01,绝区零·民间联合队,4,0,原神·纳塔,4比0,,DAY10,4,4
S6春季赛,小组赛第五轮,2025.08.01,卡拉彼丘,1,3,原神·璃月,1比3,,DAY10,-2,4
S6春季赛,小组赛第五轮,2025.08.01,翁法罗斯,4,1,少女前线：战术小队,4比1,,DAY10,3,5
S6春季赛,小组赛第六轮,2025.08.02,贝洛伯格星穹空间站,4,1,赛马娘·舞台,4比1,,DAY11,3,5
S6春季赛,小组赛第六轮,2025.08.02,真三国无双女将队,3,1,原神·稻妻,3比1,,DAY11,2,4
S6春季赛,小组赛第六轮,2025.08.02,原神·须弥,3,2,蔚蓝档案,3比2,,DAY11,1,5
S6春季赛,小组赛第六轮,2025.08.02,赛马娘·决胜,1,7,崩坏3：逐火十三英桀,1比7,,DAY11,-6,8
S6春季赛,小组赛第六轮,2025.08.02,仙舟联盟,1,2,原神·蒙德,1比2,,DAY11,-1,3
S6春季赛,小组赛第六轮,2025.08.02,BanGDream!,1,4,進撃の巨人,1比4,,DAY11,-3,5
S6春季赛,小组赛第六轮,2025.08.02,战双帕弥什,2,2,原神·枫丹,2比2,,DAY11,0,4
S6春季赛,小组赛第六轮,2025.08.03,匹诺康尼联队,4,2,碧蓝航线,4比2,,DAY12,2,6
S6春季赛,小组赛第六轮,2025.08.03,Love Live!,3,3,崩坏3：天命,3比3,,DAY12,0,6
S6春季赛,小组赛第六轮,2025.08.03,绝区零·艾城,1,1,少女前线：民间联合,1比1,,DAY12,0,2
S6春季赛,小组赛第六轮,2025.08.03,崩坏3：洛星,3,2,绝区零·民间联合队,3比2,,DAY12,1,5
S6春季赛,小组赛第六轮,2025.08.03,赛马娘·学院,4,1,原神·纳塔,4比1,,DAY12,3,5
S6春季赛,小组赛第六轮,2025.08.03,卡拉彼丘,5,2,翁法罗斯,5比2,,DAY12,3,7
S6春季赛,小组赛第六轮,2025.08.03,原神·璃月,3,5,少女前线：战术小队,3比5,,DAY12,-2,8
S6春季赛,1/8决赛首回合,2025.08.05,绝区零·艾城,4,1,贝洛伯格星穹空间站,4比1,,DAY13,3,5
S6春季赛,1/8决赛首回合,2025.08.05,卡拉彼丘,2,2,赛马娘·舞台,2比2,,DAY13,0,4
S6春季赛,1/8决赛首回合,2025.08.05,少女前线：战术小队,1,1,原神·须弥,1比1,,DAY13,0,2
S6春季赛,1/8决赛首回合,2025.08.05,绝区零·民间联合队,1,2,匹诺康尼联队,1比2,,DAY13,-1,3
S6春季赛,1/8决赛首回合,2025.08.05,進撃の巨人,2,3,原神·璃月,2比3,,DAY13,-1,5
S6春季赛,1/8决赛首回合,2025.08.05,原神·枫丹,3,1,崩坏3：天命,3比1,,DAY13,2,4
S6春季赛,1/8决赛首回合,2025.08.05,赛马娘·学院,1,1,原神·蒙德,1比1,,DAY13,0,2
S6春季赛,1/8决赛首回合,2025.08.05,崩坏3：逐火十三英桀,5,4,崩坏3：洛星,5比4,,DAY13,1,9
S6春季赛,1/8决赛次回合,2025.08.08,贝洛伯格星穹空间站,0,1,绝区零·艾城,0比1,,DAY14,-1,1
S6春季赛,1/8决赛次回合,2025.08.08,赛马娘·舞台,2,2,卡拉彼丘,2比2,3比4,DAY14,0,4
S6春季赛,1/8决赛次回合,2025.08.08,原神·须弥,0,4,少女前线：战术小队,0比4,,DAY14,-4,4
S6春季赛,1/8决赛次回合,2025.08.08,匹诺康尼联队,0,1,绝区零·民间联合队,0比1,4比2,DAY14,-1,1
S6春季赛,1/8决赛次回合,2025.08.08,原神·璃月,2,2,進撃の巨人,2比2,,DAY14,0,4
S6春季赛,1/8决赛次回合,2025.08.08,崩坏3：天命,3,2,原神·枫丹,3比2,,DAY14,1,5
S6春季赛,1/8决赛次回合,2025.08.08,原神·蒙德,5,4,赛马娘·学院,5比4,,DAY14,1,9
S6春季赛,1/8决赛次回合,2025.08.08,崩坏3：洛星,2,1,崩坏3：逐火十三英桀,2比1,3比4,DAY14,1,3
S6春季赛,1/4决赛首回合,2025.08.09,绝区零·艾城,2,2,卡拉彼丘,2比2,,DAY15,0,4
S6春季赛,1/4决赛首回合,2025.08.09,少女前线：战术小队,0,0,匹诺康尼联队,0比0,,DAY15,0,0
S6春季赛,1/4决赛首回合,2025.08.09,原神·璃月,3,2,原神·枫丹,3比2,,DAY15,1,5
S6春季赛,1/4决赛首回合,2025.08.09,原神·蒙德,4,1,崩坏3：逐火十三英桀,4比1,,DAY15,3,5
S6春季赛,1/4决赛次回合,2025.08.09,卡拉彼丘,2,4,绝区零·艾城,2比4,,DAY15,-2,6
S6春季赛,1/4决赛次回合,2025.08.09,匹诺康尼联队,5,2,少女前线：战术小队,5比2,,DAY15,3,7
S6春季赛,1/4决赛次回合,2025.08.09,原神·枫丹,1,2,原神·璃月,1比2,,DAY15,-1,3
S6春季赛,1/4决赛次回合,2025.08.09,崩坏3：逐火十三英桀,1,7,原神·蒙德,1比7,,DAY15,-6,8
S6春季赛,半决赛首回合,2025.08.10,绝区零·艾城,2,2,匹诺康尼联队,2比2,,DAY16,0,4
S6春季赛,半决赛首回合,2025.08.10,原神·璃月,5,1,原神·蒙德,5比1,,DAY16,4,6
S6春季赛,半决赛次回合,2025.08.10,匹诺康尼联队,1,0,绝区零·艾城,1比0,,DAY16,1,1
S6春季赛,半决赛次回合,2025.08.10,原神·蒙德,3,4,原神·璃月,3比4,,DAY16,-1,7
S6春季赛,三四名决赛,2025.08.10,绝区零·艾城,4,1,原神·蒙德,4比1,,DAY16,3,5
S6春季赛,决赛,2025.08.10,匹诺康尼联队,0,2,原神·璃月,0比2,,夺冠庆典,-2,2
S6夏季赛,28进16附加赛首回合,2025.08.12,原神·稻妻,0,1,崩坏3：天命,0比1,,DAY1,-1,1
S6夏季赛,28进16附加赛首回合,2025.08.12,原神·纳塔,1,2,崩坏3：洛星,1比2,,DAY1,-1,3
S6夏季赛,28进16附加赛首回合,2025.08.12,翁法罗斯,2,0,崩坏3：逐火十三英桀,2比0,,DAY1,2,2
S6夏季赛,28进16附加赛首回合,2025.08.12,蔚蓝档案,2,1,绝区零·民间联合队,2比1,,DAY1,1,3
S6夏季赛,28进16附加赛首回合,2025.08.12,仙舟联盟,1,3,原神·枫丹,1比3,,DAY1,-2,4
S6夏季赛,28进16附加赛首回合,2025.08.12,真三国无双女将队,1,1,卡拉彼丘,1比1,,DAY1,0,2
S6夏季赛,28进16附加赛首回合,2025.08.13,碧蓝航线,3,1,赛马娘·舞台,3比1,,DAY2,2,4
S6夏季赛,28进16附加赛首回合,2025.08.13,Love Live!,0,2,贝洛伯格星穹空间站,0比2,,DAY2,-2,2
S6夏季赛,28进16附加赛首回合,2025.08.13,少女前线：民间联合,2,1,赛马娘·学院,2比1,,DAY2,1,3
S6夏季赛,28进16附加赛首回合,2025.08.13,赛马娘·决胜,2,3,進撃の巨人,2比3,,DAY2,-1,5
S6夏季赛,28进16附加赛首回合,2025.08.13,BanGDream!,2,3,原神·须弥,2比3,,DAY2,-1,5
S6夏季赛,28进16附加赛首回合,2025.08.13,战双帕弥什,0,1,少女前线：战术小队,0比1,,DAY2,-1,1
S6夏季赛,28进16附加赛次回合,2025.08.14,崩坏3：天命,3,2,原神·稻妻,3比2,,DAY3,1,5
S6夏季赛,28进16附加赛次回合,2025.08.14,崩坏3：洛星,3,3,原神·纳塔,3比3,,DAY3,0,6
S6夏季赛,28进16附加赛次回合,2025.08.14,崩坏3：逐火十三英桀,0,5,翁法罗斯,0比5,,DAY3,-5,5
S6夏季赛,28进16附加赛次回合,2025.08.14,绝区零·民间联合队,1,3,蔚蓝档案,1比3,,DAY3,-2,4
S6夏季赛,28进16附加赛次回合,2025.08.14,原神·枫丹,4,2,仙舟联盟,4比2,,DAY3,2,6
S6夏季赛,28进16附加赛次回合,2025.08.14,卡拉彼丘,3,5,真三国无双女将队,3比5,,DAY3,-2,8
S6夏季赛,28进16附加赛次回合,2025.08.15,赛马娘·舞台,4,2,碧蓝航线,4比2,4比2,DAY4,2,6
S6夏季赛,28进16附加赛次回合,2025.08.15,贝洛伯格星穹空间站,0,5,Love Live!,0比5,,DAY4,-5,5
S6夏季赛,28进16附加赛次回合,2025.08.15,赛马娘·学院,4,2,少女前线：民间联合,4比2,,DAY4,2,6
S6夏季赛,28进16附加赛次回合,2025.08.15,進撃の巨人,3,1,赛马娘·决胜,3比1,,DAY4,2,4
S6夏季赛,28进16附加赛次回合,2025.08.15,原神·须弥,1,0,BanGDream!,1比0,,DAY4,1,1
S6夏季赛,28进16附加赛次回合,2025.08.15,少女前线：战术小队,1,3,战双帕弥什,1比3,,DAY4,-2,4
S6夏季赛,1/8决赛首回合,2025.08.16,原神·蒙德,5,4,崩坏3：天命,5比4,,DAY5,1,9
S6夏季赛,1/8决赛首回合,2025.08.16,崩坏3：洛星,1,1,翁法罗斯,1比1,,DAY5,0,2
