赛事名称,赛事阶段,赛事日期,主队,主队进球,客队进球,客队,比分(m比n),点球大战比分(如有),相关链接,主-客,单场进球数
S3联赛,S3联赛第3轮,2024.12.14,原神·璃月,4,2,崩坏3：天命,4比2,,DAY3,2,6
S3联赛,S3联赛第3轮,2024.12.14,原神·稻妻,4,3,進撃の巨人,4比3,,DAY3,1,7
S3联赛,S3联赛第3轮,2024.12.14,仙舟联盟,2,3,贝洛伯格星穹空间站,2比3,,DAY3,-1,5
S3联赛,S3联赛第3轮,2024.12.14,战双帕弥什,0,4,崩坏3：逐火十三英桀,0比4,,DAY3,-4,4
S3联赛,S3联赛第3轮,2024.12.14,原神·蒙德,3,2,原神·枫丹,3比2,,DAY3,1,5
S3联赛,S3联赛第3轮,2024.12.14,绝区零·艾城,3,1,少女前线2,3比1,,DAY3,2,4
S3联赛,S3联赛第3轮,2024.12.14,匹诺康尼联队,4,1,卡拉彼丘,4比1,,DAY3,3,5
S3联赛,S3联赛第4轮,2024.12.15,進撃の巨人,3,4,赛马娘·学院,3比4,,DAY4,-1,7
S3联赛,S3联赛第4轮,2024.12.15,原神·须弥,4,2,原神·璃月,4比2,,DAY4,2,6
S3联赛,S3联赛第4轮,2024.12.15,崩坏3：天命,3,4,匹诺康尼联队,3比4,,DAY4,-1,7
S3联赛,S3联赛第4轮,2024.12.15,贝洛伯格星穹空间站,3,1,原神·稻妻,3比1,,DAY4,2,4
S3联赛,S3联赛第4轮,2024.12.15,崩坏3：逐火十三英桀,3,3,仙舟联盟,3比3,,DAY4,0,6
S3联赛,S3联赛第4轮,2024.12.15,原神·枫丹,2,3,战双帕弥什,2比3,,DAY4,-1,5
S3联赛,S3联赛第4轮,2024.12.15,少女前线2,1,6,原神·蒙德,1比6,,DAY4,-5,7
S3联赛,S3联赛第4轮,2024.12.15,卡拉彼丘,2,3,绝区零·艾城,2比3,,DAY4,-1,5
S3联赛,S3联赛第5轮,2024.12.16,赛马娘·学院,5,3,贝洛伯格星穹空间站,5比3,,DAY5,2,8
S3联赛,S3联赛第5轮,2024.12.16,原神·璃月,0,1,進撃の巨人,0比1,,DAY5,-1,1
S3联赛,S3联赛第5轮,2024.12.16,崩坏3：天命,4,4,原神·须弥,4比4,,DAY5,0,8
S3联赛,S3联赛第5轮,2024.12.16,原神·稻妻,0,1,崩坏3：逐火十三英桀,0比1,,DAY5,-1,1
S3联赛,S3联赛第5轮,2024.12.16,仙舟联盟,1,1,原神·枫丹,1比1,,DAY5,0,2
S3联赛,S3联赛第5轮,2024.12.16,战双帕弥什,1,1,少女前线2,1比1,,DAY5,0,2
S3联赛,S3联赛第5轮,2024.12.16,原神·蒙德,1,0,卡拉彼丘,1比0,,DAY5,1,1
S3联赛,S3联赛第5轮,2024.12.16,匹诺康尼联队,4,2,绝区零·艾城,4比2,,DAY5,2,6
S3联赛,S3联赛第6轮,2024.12.17,崩坏3：逐火十三英桀,3,1,赛马娘·学院,3比1,,DAY6,2,4
S3联赛,S3联赛第6轮,2024.12.17,贝洛伯格星穹空间站,3,2,原神·璃月,3比2,,DAY6,1,5
S3联赛,S3联赛第6轮,2024.12.17,進撃の巨人,5,4,崩坏3：天命,5比4,,DAY6,1,9
S3联赛,S3联赛第6轮,2024.12.17,原神·须弥,1,4,匹诺康尼联队,1比4,,DAY6,-3,5
S3联赛,S3联赛第6轮,2024.12.17,原神·枫丹,3,2,原神·稻妻,3比2,,DAY6,1,5
S3联赛,S3联赛第6轮,2024.12.17,少女前线2,0,4,仙舟联盟,0比4,,DAY6,-4,4
S3联赛,S3联赛第6轮,2024.12.17,卡拉彼丘,2,6,战双帕弥什,2比6,,DAY6,-4,8
S3联赛,S3联赛第6轮,2024.12.17,绝区零·艾城,4,2,原神·蒙德,4比2,,DAY6,2,6
S3联赛,S3联赛第7轮,2024.12.18,赛马娘·学院,3,2,原神·枫丹,3比2,,DAY7,1,5
S3联赛,S3联赛第7轮,2024.12.18,原神·璃月,4,1,崩坏3：逐火十三英桀,4比1,,DAY7,3,5
S3联赛,S3联赛第7轮,2024.12.18,崩坏3：天命,4,6,贝洛伯格星穹空间站,4比6,,DAY7,-2,10
S3联赛,S3联赛第7轮,2024.12.18,原神·须弥,3,3,進撃の巨人,3比3,,DAY7,0,6
S3联赛,S3联赛第7轮,2024.12.18,原神·稻妻,4,2,少女前线2,4比2,,DAY7,2,6
S3联赛,S3联赛第7轮,2024.12.18,仙舟联盟,5,0,卡拉彼丘,5比0,,DAY7,5,5
S3联赛,S3联赛第7轮,2024.12.18,战双帕弥什,3,2,绝区零·艾城,3比2,,DAY7,1,5
S3联赛,S3联赛第7轮,2024.12.18,匹诺康尼联队,2,0,原神·蒙德,2比0,,DAY7,2,2
S3联赛,S3联赛第8轮,2024.12.22,少女前线2,2,2,赛马娘·学院,2比2,,DAY8,0,4
S3联赛,S3联赛第8轮,2024.12.22,原神·枫丹,3,1,原神·璃月,3比1,,DAY8,2,4
S3联赛,S3联赛第8轮,2024.12.22,崩坏3：逐火十三英桀,2,3,崩坏3：天命,2比3,,DAY8,-1,5
S3联赛,S3联赛第8轮,2024.12.22,贝洛伯格星穹空间站,7,6,原神·须弥,7比6,,DAY8,1,13
S3联赛,S3联赛第8轮,2024.12.22,進撃の巨人,2,4,匹诺康尼联队,2比4,,DAY8,-2,6
S3联赛,S3联赛第8轮,2024.12.22,卡拉彼丘,2,3,原神·稻妻,2比3,,DAY8,-1,5
S3联赛,S3联赛第8轮,2024.12.22,绝区零·艾城,3,2,仙舟联盟,3比2,,DAY8,1,5
S3联赛,S3联赛第8轮,2024.12.22,原神·蒙德,3,4,战双帕弥什,3比4,,DAY8,-1,7
S3联赛,S3联赛第9轮,2024.12.23,赛马娘·学院,2,5,卡拉彼丘,2比5,,DAY9,-3,7
S3联赛,S3联赛第9轮,2024.12.23,原神·璃月,1,2,少女前线2,1比2,,DAY9,-1,3
S3联赛,S3联赛第9轮,2024.12.23,崩坏3：天命,1,4,原神·枫丹,1比4,,DAY9,-3,5
S3联赛,S3联赛第9轮,2024.12.23,原神·须弥,2,3,崩坏3：逐火十三英桀,2比3,,DAY9,-1,5
S3联赛,S3联赛第9轮,2024.12.23,進撃の巨人,2,1,贝洛伯格星穹空间站,2比1,,DAY9,1,3
S3联赛,S3联赛第9轮,2024.12.23,原神·稻妻,2,3,绝区零·艾城,2比3,,DAY9,-1,5
S3联赛,S3联赛第9轮,2024.12.23,仙舟联盟,2,1,原神·蒙德,2比1,,DAY9,1,3
S3联赛,S3联赛第9轮,2024.12.23,匹诺康尼联队,1,1,战双帕弥什,1比1,,DAY9,0,2
S3联赛,S3联赛第10轮,2024.12.24,绝区零·艾城,0,1,赛马娘·学院,0比1,,DAY10,-1,1
S3联赛,S3联赛第10轮,2024.12.24,卡拉彼丘,3,2,原神·璃月,3比2,,DAY10,1,5
S3联赛,S3联赛第10轮,2024.12.24,少女前线2,2,3,崩坏3：天命,2比3,,DAY10,-1,5
S3联赛,S3联赛第10轮,2024.12.24,原神·枫丹,4,2,原神·须弥,4比2,,DAY10,2,6
S3联赛,S3联赛第10轮,2024.12.24,崩坏3：逐火十三英桀,3,1,進撃の巨人,3比1,,DAY10,2,4
S3联赛,S3联赛第10轮,2024.12.24,贝洛伯格星穹空间站,1,6,匹诺康尼联队,1比6,,DAY10,-5,7
S3联赛,S3联赛第10轮,2024.12.24,原神·蒙德,1,0,原神·稻妻,1比0,,DAY10,1,1
S3联赛,S3联赛第10轮,2024.12.24,战双帕弥什,2,2,仙舟联盟,2比2,,DAY10,0,4
S3联赛,S3联赛第11轮,2024.12.25,赛马娘·学院,2,1,原神·蒙德,2比1,,DAY11,1,3
S3联赛,S3联赛第11轮,2024.12.25,原神·璃月,1,1,绝区零·艾城,1比1,,DAY11,0,2
S3联赛,S3联赛第11轮,2024.12.25,崩坏3：天命,3,2,卡拉彼丘,3比2,,DAY11,1,5
S3联赛,S3联赛第11轮,2024.12.25,原神·须弥,4,1,少女前线2,4比1,,DAY11,3,5
S3联赛,S3联赛第11轮,2024.12.25,進撃の巨人,3,1,原神·枫丹,3比1,,DAY11,2,4
S3联赛,S3联赛第11轮,2024.12.25,贝洛伯格星穹空间站,3,3,崩坏3：逐火十三英桀,3比3,,DAY11,0,6
S3联赛,S3联赛第11轮,2024.12.25,原神·稻妻,2,1,战双帕弥什,2比1,,DAY11,1,3
S3联赛,S3联赛第11轮,2024.12.25,匹诺康尼联队,1,1,仙舟联盟,1比1,,DAY11,0,2
S3联赛,S3联赛第12轮,2024.12.27,战双帕弥什,4,2,赛马娘·学院,4比2,,DAY12,2,6
S3联赛,S3联赛第12轮,2024.12.27,原神·蒙德,4,2,原神·璃月,4比2,,DAY12,2,6
S3联赛,S3联赛第12轮,2024.12.27,绝区零·艾城,4,3,崩坏3：天命,4比3,,DAY12,1,7
S3联赛,S3联赛第12轮,2024.12.27,卡拉彼丘,1,3,原神·须弥,1比3,,DAY12,-2,4
S3联赛,S3联赛第12轮,2024.12.27,少女前线2,3,1,進撃の巨人,3比1,,DAY12,2,4
S3联赛,S3联赛第12轮,2024.12.27,原神·枫丹,1,1,贝洛伯格星穹空间站,1比1,,DAY12,0,2
S3联赛,S3联赛第12轮,2024.12.27,崩坏3：逐火十三英桀,4,6,匹诺康尼联队,4比6,,DAY12,-2,10
S3联赛,S3联赛第12轮,2024.12.27,仙舟联盟,3,1,原神·稻妻,3比1,,DAY12,2,4
S3联赛,S3联赛第13轮,2024.12.28,赛马娘·学院,1,3,仙舟联盟,1比3,,DAY13,-2,4
S3联赛,S3联赛第13轮,2024.12.28,原神·璃月,2,2,战双帕弥什,2比2,,DAY13,0,4
S3联赛,S3联赛第13轮,2024.12.28,崩坏3：天命,2,1,原神·蒙德,2比1,,DAY13,1,3
S3联赛,S3联赛第13轮,2024.12.28,原神·须弥,2,2,绝区零·艾城,2比2,,DAY13,0,4
S3联赛,S3联赛第13轮,2024.12.28,進撃の巨人,0,1,卡拉彼丘,0比1,,DAY13,-1,1
S3联赛,S3联赛第13轮,2024.12.28,贝洛伯格星穹空间站,3,4,少女前线2,3比4,,DAY13,-1,7
S3联赛,S3联赛第13轮,2024.12.28,崩坏3：逐火十三英桀,3,1,原神·枫丹,3比1,,DAY13,2,4
S3联赛,S3联赛第13轮,2024.12.28,匹诺康尼联队,3,2,原神·稻妻,3比2,,DAY13,1,5
S3联赛,S3联赛第14轮,2024.12.30,原神·稻妻,1,2,赛马娘·学院,1比2,,DAY14,-1,3
S3联赛,S3联赛第14轮,2024.12.30,仙舟联盟,2,3,原神·璃月,2比3,,DAY14,-1,5
S3联赛,S3联赛第14轮,2024.12.30,战双帕弥什,3,0,崩坏3：天命,3比0,,DAY14,3,3
S3联赛,S3联赛第14轮,2024.12.30,原神·蒙德,5,1,原神·须弥,5比1,,DAY14,4,6
S3联赛,S3联赛第14轮,2024.12.30,绝区零·艾城,3,5,進撃の巨人,3比5,,DAY14,-2,8
S3联赛,S3联赛第14轮,2024.12.30,卡拉彼丘,1,4,贝洛伯格星穹空间站,1比4,,DAY14,-3,5
S3联赛,S3联赛第14轮,2024.12.30,少女前线2,2,2,崩坏3：逐火十三英桀,2比2,,DAY14,0,4
S3联赛,S3联赛第14轮,2024.12.30,原神·枫丹,1,1,匹诺康尼联队,1比1,,DAY14,0,2
S3联赛,S3联赛第15轮,2024.12.31,匹诺康尼联队,2,4,赛马娘·学院,2比4,,DAY15,-2,6
S3联赛,S3联赛第15轮,2024.12.31,原神·璃月,3,4,原神·稻妻,3比4,,DAY15,-1,7
S3联赛,S3联赛第15轮,2024.12.31,崩坏3：天命,1,3,仙舟联盟,1比3,,DAY15,-2,4
S3联赛,S3联赛第15轮,2024.12.31,原神·须弥,2,4,战双帕弥什,2比4,,DAY15,-2,6
S3联赛,S3联赛第15轮,2024.12.31,進撃の巨人,1,5,原神·蒙德,1比5,,DAY15,-4,6
S3联赛,S3联赛第15轮,2024.12.31,贝洛伯格星穹空间站,4,2,绝区零·艾城,4比2,,DAY15,2,6
S3联赛,S3联赛第15轮,2024.12.31,崩坏3：逐火十三英桀,2,5,卡拉彼丘,2比5,,DAY15,-3,7
S3联赛,S3联赛第15轮,2024.12.31,原神·枫丹,0,1,少女前线2,0比1,,DAY15,-1,1
S3联赛,S3联赛第16轮,2025.01.01,原神·璃月,4,7,赛马娘·学院,4比7,,DAY16,-3,11
S3联赛,S3联赛第16轮,2025.01.01,崩坏3：天命,4,4,原神·稻妻,4比4,,DAY16,0,8
S3联赛,S3联赛第16轮,2025.01.01,原神·须弥,1,1,仙舟联盟,1比1,,DAY16,0,2
S3联赛,S3联赛第16轮,2025.01.01,進撃の巨人,2,2,战双帕弥什,2比2,,DAY16,0,4
S3联赛,S3联赛第16轮,2025.01.01,贝洛伯格星穹空间站,2,7,原神·蒙德,2比7,,DAY16,-5,9
S3联赛,S3联赛第16轮,2025.01.01,崩坏3：逐火十三英桀,5,4,绝区零·艾城,5比4,,DAY16,1,9
S3联赛,S3联赛第16轮,2025.01.01,原神·枫丹,2,0,卡拉彼丘,2比0,,DAY16,2,2
S3联赛,S3联赛第16轮,2025.01.01,少女前线2,0,5,匹诺康尼联队,0比5,,DAY16,-5,5
S3联赛,S3联赛第17轮,2025.01.03,赛马娘·学院,3,2,崩坏3：天命,3比2,,DAY17,1,5
S3联赛,S3联赛第17轮,2025.01.03,匹诺康尼联队,3,3,原神·璃月,3比3,,DAY17,0,6
S3联赛,S3联赛第17轮,2025.01.03,原神·稻妻,2,2,原神·须弥,2比2,,DAY17,0,4
S3联赛,S3联赛第17轮,2025.01.03,仙舟联盟,1,1,進撃の巨人,1比1,,DAY17,0,2
S3联赛,S3联赛第17轮,2025.01.03,战双帕弥什,3,6,贝洛伯格星穹空间站,3比6,,DAY17,-3,9
S3联赛,S3联赛第17轮,2025.01.03,原神·蒙德,2,1,崩坏3：逐火十三英桀,2比1,,DAY17,1,3
S3联赛,S3联赛第17轮,2025.01.03,绝区零·艾城,3,2,原神·枫丹,3比2,,DAY17,1,5
S3联赛,S3联赛第17轮,2025.01.03,卡拉彼丘,2,2,少女前线2,2比2,,DAY17,0,4
S3联赛,S3联赛第18轮,2025.01.04,原神·须弥,2,3,赛马娘·学院,2比3,,DAY18,-1,5
S3联赛,S3联赛第18轮,2025.01.04,崩坏3：天命,2,5,原神·璃月,2比5,,DAY18,-3,7
S3联赛,S3联赛第18轮,2025.01.04,進撃の巨人,3,5,原神·稻妻,3比5,,DAY18,-2,8
S3联赛,S3联赛第18轮,2025.01.04,贝洛伯格星穹空间站,4,1,仙舟联盟,4比1,,DAY18,3,5
S3联赛,S3联赛第18轮,2025.01.04,崩坏3：逐火十三英桀,3,3,战双帕弥什,3比3,,DAY18,0,6
S3联赛,S3联赛第18轮,2025.01.04,原神·枫丹,4,4,原神·蒙德,4比4,,DAY18,0,8
S3联赛,S3联赛第18轮,2025.01.04,少女前线2,3,5,绝区零·艾城,3比5,,DAY18,-2,8
S3联赛,S3联赛第18轮,2025.01.04,卡拉彼丘,2,3,匹诺康尼联队,2比3,,DAY18,-1,5
S3联赛,S3联赛第19轮,2025.01.05,赛马娘·学院,3,3,進撃の巨人,3比3,,DAY19,0,6
S3联赛,S3联赛第19轮,2025.01.05,原神·璃月,3,2,原神·须弥,3比2,,DAY19,1,5
S3联赛,S3联赛第19轮,2025.01.05,匹诺康尼联队,4,5,崩坏3：天命,4比5,,DAY19,-1,9
S3联赛,S3联赛第19轮,2025.01.05,原神·稻妻,1,2,贝洛伯格星穹空间站,1比2,,DAY19,-1,3
S3联赛,S3联赛第19轮,2025.01.05,仙舟联盟,5,0,崩坏3：逐火十三英桀,5比0,,DAY19,5,5
S3联赛,S3联赛第19轮,2025.01.05,战双帕弥什,2,2,原神·枫丹,2比2,,DAY19,0,4
S3联赛,S3联赛第19轮,2025.01.05,原神·蒙德,2,0,少女前线2,2比0,,DAY19,2,2
S3联赛,S3联赛第19轮,2025.01.05,绝区零·艾城,2,1,卡拉彼丘,2比1,,DAY19,1,3
S3联赛,S3联赛第20轮,2025.01.06,贝洛伯格星穹空间站,3,6,赛马娘·学院,3比6,,DAY20,-3,9
S3联赛,S3联赛第20轮,2025.01.06,進撃の巨人,2,4,原神·璃月,2比4,,DAY20,-2,6
S3联赛,S3联赛第20轮,2025.01.06,原神·须弥,1,3,崩坏3：天命,1比3,,DAY20,-2,4
S3联赛,S3联赛第20轮,2025.01.06,崩坏3：逐火十三英桀,0,2,原神·稻妻,0比2,,DAY20,-2,2
S3联赛,S3联赛第20轮,2025.01.06,原神·枫丹,8,7,仙舟联盟,8比7,,DAY20,1,15
S3联赛,S3联赛第20轮,2025.01.06,少女前线2,3,0,战双帕弥什,3比0,,DAY20,3,3
S3联赛,S3联赛第20轮,2025.01.06,卡拉彼丘,2,4,原神·蒙德,2比4,,DAY20,-2,6
S3联赛,S3联赛第20轮,2025.01.06,绝区零·艾城,3,3,匹诺康尼联队,3比3,,DAY20,0,6
S3联赛,S3联赛第21轮,2025.01.08,赛马娘·学院,1,7,崩坏3：逐火十三英桀,1比7,,DAY21,-6,8
S3联赛,S3联赛第21轮,2025.01.08,原神·璃月,1,0,贝洛伯格星穹空间站,1比0,,DAY21,1,1
S3联赛,S3联赛第21轮,2025.01.08,崩坏3：天命,1,5,進撃の巨人,1比5,,DAY21,-4,6
S3联赛,S3联赛第21轮,2025.01.08,匹诺康尼联队,3,8,原神·须弥,3比8,,DAY21,-5,11
S3联赛,S3联赛第21轮,2025.01.08,原神·稻妻,1,1,原神·枫丹,1比1,,DAY21,0,2
S3联赛,S3联赛第21轮,2025.01.08,仙舟联盟,2,1,少女前线2,2比1,,DAY21,1,3
S3联赛,S3联赛第21轮,2025.01.08,战双帕弥什,4,5,卡拉彼丘,4比5,,DAY21,-1,9
S3联赛,S3联赛第21轮,2025.01.08,原神·蒙德,5,2,绝区零·艾城,5比2,,DAY21,3,7
S3联赛,S3联赛第22轮,2025.01.09,原神·枫丹,2,2,赛马娘·学院,2比2,,DAY22,0,4
S3联赛,S3联赛第22轮,2025.01.09,崩坏3：逐火十三英桀,4,3,原神·璃月,4比3,,DAY22,1,7
S3联赛,S3联赛第22轮,2025.01.09,贝洛伯格星穹空间站,1,2,崩坏3：天命,1比2,,DAY22,-1,3
S3联赛,S3联赛第22轮,2025.01.09,進撃の巨人,1,2,原神·须弥,1比2,,DAY22,-1,3
S3联赛,S3联赛第22轮,2025.01.09,少女前线2,3,5,原神·稻妻,3比5,,DAY22,-2,8
S3联赛,S3联赛第22轮,2025.01.09,卡拉彼丘,1,5,仙舟联盟,1比5,,DAY22,-4,6
S3联赛,S3联赛第22轮,2025.01.09,绝区零·艾城,2,0,战双帕弥什,2比0,,DAY22,2,2
S3联赛,S3联赛第22轮,2025.01.09,原神·蒙德,2,2,匹诺康尼联队,2比2,,DAY22,0,4
S3联赛,S3联赛第23轮,2025.01.10,赛马娘·学院,5,1,少女前线2,5比1,,DAY23,4,6
S3联赛,S3联赛第23轮,2025.01.10,原神·璃月,3,1,原神·枫丹,3比1,,DAY23,2,4
S3联赛,S3联赛第23轮,2025.01.10,崩坏3：天命,4,3,崩坏3：逐火十三英桀,4比3,,DAY23,1,7
S3联赛,S3联赛第23轮,2025.01.10,原神·须弥,1,4,贝洛伯格星穹空间站,1比4,,DAY23,-3,5
S3联赛,S3联赛第23轮,2025.01.10,匹诺康尼联队,2,3,進撃の巨人,2比3,,DAY23,-1,5
S3联赛,S3联赛第23轮,2025.01.10,原神·稻妻,6,4,卡拉彼丘,6比4,,DAY23,2,10
S3联赛,S3联赛第23轮,2025.01.10,仙舟联盟,2,1,绝区零·艾城,2比1,,DAY23,1,3
S3联赛,S3联赛第23轮,2025.01.10,战双帕弥什,2,3,原神·蒙德,2比3,,DAY23,-1,5
S3联赛,S3联赛第24轮,2025.01.11,卡拉彼丘,2,4,赛马娘·学院,2比4,,DAY24,-2,6
S3联赛,S3联赛第24轮,2025.01.11,少女前线2,1,6,原神·璃月,1比6,,DAY24,-5,7
S3联赛,S3联赛第24轮,2025.01.11,原神·枫丹,7,3,崩坏3：天命,7比3,,DAY24,4,10
S3联赛,S3联赛第24轮,2025.01.11,崩坏3：逐火十三英桀,2,4,原神·须弥,2比4,,DAY24,-2,6
S3联赛,S3联赛第24轮,2025.01.11,贝洛伯格星穹空间站,1,1,進撃の巨人,1比1,,DAY24,0,2
S3联赛,S3联赛第24轮,2025.01.11,绝区零·艾城,5,2,原神·稻妻,5比2,,DAY24,3,7
S3联赛,S3联赛第24轮,2025.01.11,原神·蒙德,2,5,仙舟联盟,2比5,,DAY24,-3,7
S3联赛,S3联赛第24轮,2025.01.11,战双帕弥什,0,1,匹诺康尼联队,0比1,,DAY24,-1,1
S3联赛,S3联赛第25轮,2025.01.13,赛马娘·学院,4,1,绝区零·艾城,4比1,,DAY25,3,5
S3联赛,S3联赛第25轮,2025.01.13,原神·璃月,2,3,卡拉彼丘,2比3,,DAY25,-1,5
S3联赛,S3联赛第25轮,2025.01.13,崩坏3：天命,4,1,少女前线2,4比1,,DAY25,3,5
S3联赛,S3联赛第25轮,2025.01.13,原神·须弥,4,3,原神·枫丹,4比3,,DAY25,1,7
S3联赛,S3联赛第25轮,2025.01.13,進撃の巨人,2,5,崩坏3：逐火十三英桀,2比5,,DAY25,-3,7
S3联赛,S3联赛第25轮,2025.01.13,匹诺康尼联队,1,3,贝洛伯格星穹空间站,1比3,,DAY25,-2,4
S3联赛,S3联赛第25轮,2025.01.13,原神·稻妻,3,1,原神·蒙德,3比1,,DAY25,2,4
S3联赛,S3联赛第25轮,2025.01.13,仙舟联盟,2,1,战双帕弥什,2比1,,DAY25,1,3
S3联赛,S3联赛第26轮,2025.01.15,原神·蒙德,5,1,赛马娘·学院,5比1,,DAY26,4,6
S3联赛,S3联赛第26轮,2025.01.15,绝区零·艾城,5,2,原神·璃月,5比2,,DAY26,3,7
S3联赛,S3联赛第26轮,2025.01.15,卡拉彼丘,3,6,崩坏3：天命,3比6,,DAY26,-3,9
S3联赛,S3联赛第26轮,2025.01.15,少女前线2,0,5,原神·须弥,0比5,,DAY26,-5,5
S3联赛,S3联赛第26轮,2025.01.15,原神·枫丹,1,4,進撃の巨人,1比4,,DAY26,-3,5
S3联赛,S3联赛第26轮,2025.01.15,崩坏3：逐火十三英桀,2,5,贝洛伯格星穹空间站,2比5,,DAY26,-3,7
S3联赛,S3联赛第26轮,2025.01.15,战双帕弥什,0,2,原神·稻妻,0比2,,DAY26,-2,2
S3联赛,S3联赛第26轮,2025.01.15,仙舟联盟,2,1,匹诺康尼联队,2比1,,DAY26,1,3
S3联赛,S3联赛第27轮,2025.01.16,赛马娘·学院,2,0,战双帕弥什,2比0,,DAY27,2,2
S3联赛,S3联赛第27轮,2025.01.16,原神·璃月,0,5,原神·蒙德,0比5,,DAY27,-5,5
S3联赛,S3联赛第27轮,2025.01.16,崩坏3：天命,0,1,绝区零·艾城,0比1,,DAY27,-1,1
S3联赛,S3联赛第27轮,2025.01.16,原神·须弥,2,1,卡拉彼丘,2比1,,DAY27,1,3
S3联赛,S3联赛第27轮,2025.01.16,進撃の巨人,2,1,少女前线2,2比1,,DAY27,1,3
S3联赛,S3联赛第27轮,2025.01.16,贝洛伯格星穹空间站,3,2,原神·枫丹,3比2,,DAY27,1,5
S3联赛,S3联赛第27轮,2025.01.16,匹诺康尼联队,1,3,崩坏3：逐火十三英桀,1比3,,DAY27,-2,4
S3联赛,S3联赛第27轮,2025.01.16,原神·稻妻,6,1,仙舟联盟,6比1,,DAY27,5,7
S3联赛,S3联赛第28轮,2025.01.17,仙舟联盟,2,1,赛马娘·学院,2比1,,DAY28,1,3
S3联赛,S3联赛第28轮,2025.01.17,战双帕弥什,1,0,原神·璃月,1比0,,DAY28,1,1
S3联赛,S3联赛第28轮,2025.01.17,原神·蒙德,2,3,崩坏3：天命,2比3,,DAY28,-1,5
S3联赛,S3联赛第28轮,2025.01.17,绝区零·艾城,1,3,原神·须弥,1比3,,DAY28,-2,4
S3联赛,S3联赛第28轮,2025.01.17,卡拉彼丘,3,3,進撃の巨人,3比3,,DAY28,0,6
S3联赛,S3联赛第28轮,2025.01.17,少女前线2,1,5,贝洛伯格星穹空间站,1比5,,DAY28,-4,6
S3联赛,S3联赛第28轮,2025.01.17,原神·枫丹,3,0,崩坏3：逐火十三英桀,3比0,,DAY28,3,3
S3联赛,S3联赛第28轮,2025.01.17,原神·稻妻,2,3,匹诺康尼联队,2比3,,DAY28,-1,5
S3联赛,S3联赛第29轮,2025.01.18,赛马娘·学院,2,2,原神·稻妻,2比2,,DAY29,0,4
S3联赛,S3联赛第29轮,2025.01.18,原神·璃月,1,2,仙舟联盟,1比2,,DAY29,-1,3
S3联赛,S3联赛第29轮,2025.01.18,崩坏3：天命,3,4,战双帕弥什,3比4,,DAY29,-1,7
S3联赛,S3联赛第29轮,2025.01.18,原神·须弥,3,1,原神·蒙德,3比1,,DAY29,2,4
S3联赛,S3联赛第29轮,2025.01.18,進撃の巨人,3,3,绝区零·艾城,3比3,,DAY29,0,6
S3联赛,S3联赛第29轮,2025.01.18,贝洛伯格星穹空间站,4,1,卡拉彼丘,4比1,,DAY29,3,5
S3联赛,S3联赛第29轮,2025.01.18,崩坏3：逐火十三英桀,3,1,少女前线2,3比1,,DAY29,2,4
S3联赛,S3联赛第29轮,2025.01.18,匹诺康尼联队,3,1,原神·枫丹,3比1,,DAY29,2,4
S3联赛,S3联赛第30轮,2025.01.20,赛马娘·学院,2,1,匹诺康尼联队,2比1,,DAY30,1,3
S3联赛,S3联赛第30轮,2025.01.20,原神·稻妻,1,4,原神·璃月,1比4,,DAY30,-3,5
S3联赛,S3联赛第30轮,2025.01.20,仙舟联盟,7,4,崩坏3：天命,7比4,,DAY30,3,11
S3联赛,S3联赛第30轮,2025.01.20,战双帕弥什,5,4,原神·须弥,5比4,,DAY30,1,9
S3联赛,S3联赛第30轮,2025.01.20,原神·蒙德,4,4,進撃の巨人,4比4,,DAY30,0,8
S3联赛,S3联赛第30轮,2025.01.20,绝区零·艾城,0,6,贝洛伯格星穹空间站,0比6,,夺冠庆典,-6,6
S3联赛,S3联赛第30轮,2025.01.20,卡拉彼丘,1,3,崩坏3：逐火十三英桀,1比3,,DAY30,-2,4
S3联赛,S3联赛第30轮,2025.01.20,少女前线2,1,1,原神·枫丹,1比1,,DAY30,0,2
S3杯赛,S3杯赛小组赛第1轮,2025.01.23,贝洛伯格星穹空间站,2,2,原神·稻妻,2比2,N/A,揭幕战,0,4
S3杯赛,S3杯赛小组赛第1轮,2025.01.23,卡拉彼丘,3,2,崩坏3：天命,3比2,,DAY1,1,5
S3杯赛,S3杯赛小组赛第1轮,2025.01.23,赛马娘·学院,2,0,匹诺康尼联队,2比0,,DAY1,2,2
S3杯赛,S3杯赛小组赛第1轮,2025.01.23,原神·枫丹,2,4,原神·须弥,2比4,,DAY1,-2,6
S3杯赛,S3杯赛小组赛第1轮,2025.01.23,原神·蒙德,5,0,绝区零·艾城,5比0,,DAY1,5,5
S3杯赛,S3杯赛小组赛第1轮,2025.01.23,少女前线2,1,1,進撃の巨人,1比1,,DAY1,0,2
S3杯赛,S3杯赛小组赛第1轮,2025.01.23,仙舟联盟,1,2,崩坏3：逐火十三英桀,1比2,,DAY1,-1,3
S3杯赛,S3杯赛小组赛第1轮,2025.01.23,原神·璃月,3,4,战双帕弥什,3比4,,DAY1,-1,7
S3杯赛,S3杯赛小组赛第2轮,2025.01.24,崩坏3：天命,1,1,贝洛伯格星穹空间站,1比1,,DAY2,0,2
S3杯赛,S3杯赛小组赛第2轮,2025.01.24,原神·稻妻,1,5,卡拉彼丘,1比5,,DAY2,-4,6
